"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"848","Otto Stenberg","STL","C","26","357.78333333333","2","7","4","3","9","81.82","24","8.33","3.61","54","44","38","16","1","4","5","1","0","1","0","1","10","4","44","20","14","4","8","33.33"
"52","Brayden McNabb","VGK","D","55","1131.5666666667","4","4","1","3","8","20.00","70","5.71","4.34","178","117","55","5","6","13","22","10","10","0","0","10","41","16","102","74","127","0","0","-"
"72","Calle Jarnkrok","TOR","C","49","565.45","6","2","2","0","8","57.14","42","14.29","3.88","69","58","35","18","1","4","8","4","4","0","0","3","16","4","29","31","8","19","17","52.78"
"81","Nick Bjugstad","N.J, STL","C","52","563.75","6","2","2","0","8","66.67","70","8.57","6.92","122","100","65","29","1","17","31","13","12","1","0","10","17","7","100","30","28","165","169","49.40"
"104","Nick Seeler","PHI","D","71","1268.75","2","6","2","4","8","18.60","89","2.25","3.55","231","141","47","8","2","13","34","14","12","2","0","13","53","13","111","91","124","0","0","-"
"116","Brandon Saad","VGK","L","46","617.55","3","5","4","1","8","47.06","73","4.11","8.9","133","103","86","45","5","16","14","7","7","0","0","3","28","10","10","19","18","9","22","29.03"
"141","Luke Glendening","N.J, PHI","C","61","627.56666666667","1","7","6","1","8","61.54","44","2.27","5.88","74","60","48","33","0","6","6","3","3","0","0","3","10","6","87","47","49","301","271","52.62"
"154","Cody Ceci","L.A","D","73","1282.2","1","7","1","6","8","20.51","55","1.82","3.57","173","91","49","4","2","21","16","8","8","0","0","0","53","13","31","138","100","0","0","-"
"197","Mattias Janmark","EDM","C","43","509.88333333333","1","7","3","4","8","80.00","24","4.17","4.21","53","39","31","21","1","8","22","7","6","0","1","7","14","5","10","39","13","7","12","36.84"
"252","Sonny Milano","WSH","L","31","275.38333333333","4","4","4","0","8","57.14","33","12.12","4.08","57","47","39","17","0","2","4","2","2","0","0","3","19","4","9","21","3","8","4","66.67"
"278","Danton Heinen","CBJ, PIT","L","38","423.65","5","3","3","0","8","47.06","37","13.51","5.68","81","62","55","27","3","8","12","6","6","0","0","2","14","6","50","26","22","7","14","33.33"
"283","Sammy Blais","MTL, TOR","L","21","176.93333333333","3","5","3","2","8","100.00","18","16.67","2.8","28","23","21","14","0","5","10","5","5","0","0","4","2","4","78","17","12","0","3","0.00"
"292","Frank Vatrano","ANA","R","46","547.21666666667","4","4","2","2","8","47.06","74","5.41","8.74","136","109","71","31","2","10","38","12","9","2","1","8","17","6","75","28","26","6","8","42.86"
"306","Jansen Harkins","ANA","C","44","421.98333333333","3","5","5","0","8","80.00","37","8.11","4.87","78","60","44","22","1","11","28","7","4","2","1","14","27","6","113","23","24","95","90","51.35"
"415","Jeffrey Viel","ANA, BOS","L","36","434.65","2","6","5","1","8","40.00","48","4.17","6.56","104","80","65","35","1","9","61","19","13","5","1","15","22","7","101","38","20","1","4","20.00"
"469","Alexey Toropchenko","STL","R","56","675.18333333333","3","5","4","1","8","50.00","58","5.17","5.97","98","78","63","32","3","7","28","7","4","2","1","4","26","8","112","53","51","1","2","33.33"
"517","Ilya Lyubushkin","DAL","D","45","717.75","1","7","4","3","8","36.36","30","3.33","1.51","63","43","10","3","0","6","36","14","12","2","0","5","41","8","60","96","78","0","0","-"
"535","Cole Reinhardt","FLA, VGK","L","53","546.88333333333","4","4","2","2","8","66.67","39","10.26","4.52","88","62","45","21","1","6","19","8","7","1","0","12","25","3","114","41","13","6","4","60.00"
"638","Justin Barron","NSH","D","44","596.71666666667","0","8","2","6","8","34.78","26","0.00","2.45","77","42","25","8","0","7","15","6","5","1","0","2","46","1","31","58","47","0","0","-"
"641","Lukas Reichel","BOS, CHI, VAN","L","25","314.48333333333","3","5","3","2","8","47.06","21","14.29","2.89","47","36","33","15","0","3","6","3","3","0","0","1","20","5","8","22","15","46","71","39.32"
"677","Ilya Solovyov","COL, PIT","D","27","332.43333333333","1","7","3","4","8","47.06","20","5.00","0.67","59","34","14","2","1","3","14","7","7","0","0","1","16","5","30","57","29","0","0","-"
"709","Samuel Helenius","L.A","C","45","368.98333333333","4","4","1","3","8","80.00","34","11.76","4.21","74","54","36","21","2","9","41","9","3","5","1","9","13","4","128","33","16","98","119","45.16"
"721","Isak Rosen","BUF, WPG","R","28","327.36666666667","4","4","4","0","8","61.54","25","16.00","3.2","66","43","30","12","0","5","0","0","0","0","0","3","18","4","12","24","18","1","0","100.00"
"788","Reid Schaefer","NSH","L","39","386.51666666667","6","2","1","1","8","88.89","32","18.75","3.97","72","50","38","22","0","5","13","5","4","1","0","8","14","5","97","35","28","0","3","0.00"
"29","Luke Schenn","BUF, WPG","D","48","657.65","1","6","3","3","7","36.84","34","2.94","1.35","94","56","16","1","2","6","41","13","8","5","0","9","42","7","144","61","56","0","0","-"
"118","William Karlsson","VGK","C","14","212.05","4","3","2","1","7","100.00","30","13.33","3.32","48","38","21","12","0","4","4","2","2","0","0","1","11","3","3","15","13","91","67","57.59"
"134","Stefan Noesen","N.J","R","38","446.66666666667","3","4","2","2","7","53.85","52","5.77","8.67","93","74","52","36","3","19","33","12","9","3","0","7","23","3","33","26","15","17","16","51.52"
"217","Brett Pesce","N.J","D","37","751.28333333333","1","6","4","2","7","36.84","45","2.22","2.36","87","65","31","9","1","5","6","3","3","0","0","6","23","16","11","60","80","0","0","-"
"237","Joel Hanley","CGY","D","68","996.88333333333","0","7","1","6","7","24.14","43","0.00","1.91","117","76","30","4","1","9","44","14","11","2","1","5","53","10","42","159","90","0","0","-"
"312","Brandon Carlo","TOR","D","51","993.95","0","7","1","6","7","14.29","62","0.00","3.01","132","91","22","1","8","10","37","16","15","1","0","5","52","5","63","92","91","0","0","-"
"395","Nathan Bastian","DAL","R","36","311.2","6","1","1","0","7","58.33","25","24.00","3.91","43","36","29","20","2","5","21","9","8","1","0","5","11","1","85","32","7","0","2","0.00"
"424","Conor Timmins","BUF","D","36","681.46666666667","0","7","1","6","7","30.43","39","0.00","1.28","98","63","20","1","1","12","16","8","8","0","0","6","42","8","28","55","75","0","0","-"
"456","Nick DeSimone","UTA","D","37","532.85","2","5","2","3","7","33.33","32","6.25","1.91","76","51","25","6","1","10","10","5","5","0","0","2","32","5","17","59","28","0","0","-"
"463","Jacob Bryson","BUF, WPG","D","43","448.7","2","5","3","2","7","35.00","17","11.76","1.03","51","29","13","4","0","4","10","5","5","0","0","4","16","4","10","53","23","0","0","-"
"519","Declan Chisholm","WSH","D","26","356.86666666667","1","6","3","3","7","43.75","20","5.00","0.73","52","29","15","2","1","4","4","2","2","0","0","4","28","5","11","34","22","0","0","-"
"526","Jack St. Ivany","PIT","D","17","266.03333333333","0","7","3","4","7","50.00","16","0.00","0.83","34","24","7","2","1","4","6","3","3","0","0","0","17","4","40","34","23","0","0","-"
"541","Kyle MacLean","NYI","C","54","567.11666666667","2","5","2","3","7","53.85","40","5.00","5.75","85","71","48","28","0","12","38","12","9","2","1","11","24","6","107","47","21","45","30","60.00"
"719","Ville Koivunen","PIT","R","36","449.15","2","5","1","4","7","43.75","33","6.06","4.71","83","53","57","25","3","8","10","5","5","0","0","3","14","7","5","42","13","2","0","100.00"
"751","Lian Bichsel","DAL","D","43","666.06666666667","4","3","1","2","7","26.92","22","18.18","1.18","75","35","21","3","0","9","35","16","15","1","0","11","34","11","123","99","37","0","0","-"
"831","Nate Danielson","DET","C","28","309.48333333333","2","5","3","2","7","50.00","31","6.45","4.51","59","49","34","15","5","8","4","2","2","0","0","2","17","8","8","31","9","55","91","37.67"
"860","Daniil But","UTA","L","29","361.61666666667","3","4","2","2","7","46.67","43","6.98","7.13","94","69","57","39","1","16","8","4","4","0","0","5","18","4","16","49","18","7","14","33.33"
"28","Zach Bogosian","MIN","D","39","565.9","2","4","3","1","6","27.27","29","6.90","0.94","73","47","20","3","1","8","16","8","8","0","0","4","29","10","44","26","33","0","1","0.00"
"146","Brendan Gaunce","CBJ","C","25","297.56666666667","2","4","3","1","6","54.55","29","6.90","4.02","61","48","29","16","0","7","12","6","6","0","0","2","7","6","44","13","21","103","78","56.91"
"211","Adam Erne","DAL","L","38","373.23333333333","5","1","0","1","6","50.00","37","13.51","5.44","77","58","50","32","1","10","17","7","6","1","0","8","15","6","124","22","14","2","7","22.22"
"376","Trent Frederic","EDM","C","67","719.91666666667","4","2","1","1","6","42.86","65","6.15","9.23","121","93","79","45","2","13","58","15","9","4","2","15","33","8","170","64","20","89","65","57.79"
"406","Vincent Desharnais","S.J","D","43","759.9","1","5","0","5","6","22.22","29","3.45","0.88","76","45","15","1","0","5","60","18","15","0","3","9","42","5","82","55","71","0","0","-"
"432","Urho Vaakanainen","NYR","D","33","455.45","0","6","2","4","6","37.50","22","0.00","0.95","63","40","14","0","0","3","14","7","7","0","0","3","22","5","11","61","27","0","0","-"
"458","David Kampf","VAN","C","38","571","2","4","3","1","6","46.15","36","5.56","4.5","64","48","47","24","3","8","10","5","5","0","0","5","18","6","43","45","22","284","255","52.69"
"462","Johnathan Kovacevic","N.J","D","25","435.3","0","6","1","5","6","33.33","25","0.00","1.18","55","39","15","4","2","5","28","11","9","2","0","3","23","5","43","34","30","0","0","-"
"563","John Beecher","BOS, CGY","C","33","339.58333333333","3","3","1","2","6","85.71","32","9.38","2.94","60","46","31","16","4","3","29","5","2","1","2","5","14","6","22","22","27","76","100","43.18"
"606","Elmer Soderblom","DET, PIT","L","50","540.93333333333","3","3","2","1","6","54.55","57","5.26","7.33","123","87","69","38","1","14","16","8","8","0","0","11","39","10","84","45","15","3","5","37.50"
"663","Landon Slaggert","CHI","L","46","486.51666666667","3","3","1","2","6","50.00","43","6.98","6.1","76","65","56","33","2","9","14","3","2","0","1","8","10","4","68","44","21","1","2","33.33"
"694","Scott Morrow","NYR","D","29","454.4","0","6","3","3","6","35.29","24","0.00","0.91","91","40","26","4","0","7","4","2","2","0","0","1","21","5","11","28","29","0","0","-"
"707","Ryan Ufko","NSH","D","12","152.53333333333","2","4","1","3","6","66.67","5","40.00","0.66","20","10","5","2","0","2","2","1","1","0","0","0","7","2","5","7","9","0","0","-"
"749","Taylor Ward","L.A","R","27","277.06666666667","3","3","1","2","6","60.00","31","9.68","4.31","82","59","43","17","2","15","2","1","1","0","0","2","17","2","30","12","8","4","5","44.44"
"780","Jani Nyman","SEA","R","26","271.16666666667","4","2","1","1","6","66.67","31","12.90","4.17","68","55","39","16","2","8","6","3","3","0","0","6","13","1","22","25","5","2","4","33.33"
"796","Marc Gatcomb","NYI","C","42","422.91666666667","2","4","1","3","6","66.67","42","4.76","5.08","74","61","41","26","2","11","6","3","3","0","0","2","12","5","175","39","22","1","2","33.33"
"811","Alex Bump","PHI","L","12","154.2","3","3","0","3","6","150.00","16","18.75","3.12","38","30","21","10","0","1","2","1","1","0","0","1","8","3","8","12","3","0","1","0.00"
"836","Lenni Hameenaho","N.J","R","25","309.13333333333","2","4","4","0","6","50.00","34","5.88","2.7","66","53","27","8","1","6","8","4","4","0","0","6","10","4","16","30","12","0","5","0.00"
"856","Zach Metsa","BUF","D","38","392.08333333333","2","4","0","4","6","26.09","22","9.09","1.11","51","31","12","3","1","4","8","4","4","0","0","3","27","4","5","81","28","0","0","-"
"868","Zayne Parekh","CGY","D","28","456.81666666667","2","4","2","2","6","33.33","31","6.45","1.87","98","51","33","2","1","8","8","4","4","0","0","7","47","7","10","59","20","0","0","-"
"83","Kevin Hayes","PIT","R","25","306.48333333333","3","2","2","0","5","35.71","40","7.50","4.65","68","54","37","20","1","7","6","3","3","0","0","1","18","3","32","6","10","38","68","35.85"
"191","Connor Clifton","PIT","D","42","689.91666666667","2","3","1","2","5","22.73","29","6.90","1.42","96","51","23","4","2","6","42","15","11","4","0","4","32","11","163","87","68","0","0","-"
"232","Curtis Lazar","EDM","C","39","344.13333333333","3","2","2","0","5","55.56","25","12.00","4.58","60","43","44","25","1","8","10","4","4","0","0","2","5","3","79","35","18","155","98","61.26"
"301","Jordan Greenway","BUF","L","33","409.05","1","4","1","3","5","55.56","29","3.45","2.69","58","44","26","6","3","6","23","10","9","1","0","8","17","5","48","21","15","8","22","26.67"
"327","Kyle Capobianco","DAL","D","31","377.63333333333","2","3","1","2","5","31.25","17","11.76","0.84","61","29","20","2","2","4","8","4","4","0","0","3","18","9","12","37","26","0","0","-"
"362","Luke Kunin","FLA","C","54","494.26666666667","2","3","3","0","5","41.67","42","4.76","5.24","89","63","45","23","3","8","40","9","5","2","2","8","19","3","101","54","39","187","184","50.40"
"388","Noah Gregor","FLA","L","28","244.21666666667","2","3","3","0","5","83.33","30","6.67","2.51","62","48","24","12","1","8","11","4","3","1","0","3","9","4","29","17","8","15","25","37.50"
"405","Tanner Laczynski","VGK","C","10","107.7","0","5","4","1","5","83.33","12","0.00","1.49","24","17","17","9","1","4","4","2","2","0","0","2","5","3","2","9","5","38","40","48.72"
"420","Zach Aston-Reese","CBJ","C, L","26","249.9","1","4","3","1","5","83.33","17","5.88","2.52","31","28","19","12","2","2","12","6","6","0","0","6","10","2","71","18","17","7","18","28.00"
"450","P.O Joseph","VAN","D","27","362.5","1","4","1","3","5","50.00","20","5.00","0.98","50","30","12","2","0","3","4","2","2","0","0","1","20","7","13","27","22","0","0","-"
"507","Bo Groulx","TOR","C","9","139.48333333333","3","2","2","0","5","50.00","12","25.00","1.27","26","18","12","5","0","1","0","0","0","0","0","0","7","0","26","9","3","40","61","39.60"
"513","Jacob Bernard-Docker","DET","D","57","847.8","1","4","2","2","5","21.74","39","2.56","1.51","103","60","27","3","1","7","20","10","10","0","0","5","38","8","61","116","83","0","0","-"
"534","Simon Benoit","TOR","D","65","1118.0833333333","0","5","1","4","5","16.13","47","0.00","2.63","116","72","27","5","1","11","41","19","18","1","0","14","60","11","175","120","101","0","0","-"
"607","Adam Edstrom","NYR","C","35","331.13333333333","3","2","2","0","5","41.67","31","9.68","4.21","54","44","38","25","0","8","2","1","1","0","0","2","18","5","65","17","22","7","14","33.33"
"626","Jack Finley","STL, T.B","C","37","351.78333333333","2","3","1","2","5","71.43","23","8.70","3.51","40","34","27","17","1","10","31","12","11","1","0","4","11","1","63","26","8","161","155","50.95"
"629","Daemon Hunt","MIN","D","29","346.78333333333","0","5","2","3","5","55.56","15","0.00","0.53","38","22","13","0","0","3","6","3","3","0","0","3","13","1","19","52","39","0","0","-"
"633","Ozzy Wiesblatt","NSH","C","39","397.56666666667","1","4","3","1","5","31.25","24","4.17","2.9","61","39","30","13","3","3","38","16","14","2","0","13","15","7","97","63","17","2","5","28.57"
"734","Zack Ostapchuk","S.J","C","48","476.28333333333","3","2","2","0","5","55.56","36","8.33","4.62","58","46","43","28","3","8","36","11","8","2","1","11","16","8","113","43","23","189","183","50.81"
"736","Jacob Melanson","SEA","R","33","310.68333333333","2","3","1","2","5","45.45","27","7.41","4.45","70","59","43","23","2","4","23","6","4","1","1","10","15","4","168","57","12","1","0","100.00"
"747","Arshdeep Bains","VAN","L","28","257.76666666667","1","4","2","2","5","62.50","18","5.56","2.59","31","22","23","14","0","4","12","6","6","0","0","0","11","6","24","21","5","2","12","14.29"
"762","Isaac Howard","EDM","L","28","289.08333333333","2","3","2","1","5","55.56","33","6.06","3.73","70","52","33","13","0","4","12","6","6","0","0","3","17","2","7","17","4","0","0","-"
"769","Jiri Kulich","BUF","C","12","196.36666666667","3","2","1","1","5","71.43","20","15.00","2.67","43","30","23","10","1","5","4","2","2","0","0","4","10","1","9","9","12","68","95","41.72"
"770","Brad Lambert","WPG","C","16","160.86666666667","2","3","2","1","5","83.33","15","13.33","2.41","28","22","17","11","1","6","2","1","1","0","0","1","8","0","8","17","3","0","3","0.00"
"774","Rutger McGroarty","PIT","R","21","246.98333333333","2","3","1","2","5","50.00","34","5.88","4.45","58","47","29","14","2","7","4","2","2","0","0","8","11","1","23","27","8","7","9","43.75"
"786","Elias Salomonsson","WPG","D","30","551.13333333333","1","4","2","2","5","29.41","36","2.78","2.44","109","64","34","3","5","11","12","6","6","0","0","1","35","2","47","55","27","0","0","-"
"817","Sandis Vilmanis","FLA","L","19","197.55","3","2","0","2","5","71.43","15","20.00","2.01","30","27","21","9","0","4","4","2","2","0","0","5","11","5","39","26","5","3","1","75.00"
"828","Hunter Brzustewicz","CGY","D","26","397.11666666667","1","4","0","4","5","29.41","26","3.85","0.98","62","37","10","0","1","9","4","2","2","0","0","3","22","3","14","42","14","0","0","-"
"857","Nikolas Matinpalo","OTT","D","41","620.65","0","5","3","2","5","21.74","31","0.00","1.85","89","52","22","6","0","10","14","7","7","0","0","5","24","9","40","80","47","0","0","-"
"882","Cole Hutson","WSH","D","6","102.7","1","4","2","2","5","83.33","8","12.50","0.89","16","14","4","0","0","0","2","1","1","0","0","2","6","2","8","4","0","0","0","-"
"897","David Tomasek","EDM","R","22","236.68333333333","3","2","1","1","5","35.71","30","10.00","4","52","45","28","18","1","5","10","5","5","0","0","2","12","3","17","18","6","30","34","46.88"
"899","Tim Washe","ANA","C","30","352.98333333333","2","3","2","1","5","50.00","29","6.90","4.49","63","50","44","22","3","14","12","6","6","0","0","5","8","8","73","28","22","175","133","56.82"
"50","Nick Leddy","S.J","D","24","419.21666666667","0","4","1","3","4","30.77","11","0.00","0.53","31","18","10","0","1","1","6","3","3","0","0","0","13","5","5","7","33","0","0","-"
"167","Mackenzie MacEachern","VAN","L","8","81.466666666667","1","3","3","0","4","80.00","6","16.67","0.54","10","8","4","4","0","1","12","2","1","0","1","1","3","1","10","8","6","1","1","50.00"
"175","Jaccob Slavin","CAR","D","33","698.63333333333","0","4","1","3","4","12.12","51","0.00","2.46","107","79","21","5","0","5","4","2","2","0","0","2","31","28","6","39","44","0","0","-"
"187","Scott Sabourin","T.B","R","21","161.78333333333","1","3","2","1","4","66.67","10","10.00","2.14","28","22","16","12","0","2","87","20","11","5","4","10","8","0","49","18","10","0","2","0.00"
"257","Robby Fabbri","MIN, STL","C","19","225.45","1","3","3","0","4","66.67","25","4.00","2.69","38","31","28","13","1","4","14","6","6","0","0","3","6","0","42","13","9","4","2","66.67"
"341","Colton White","N.J","D","23","281.88333333333","0","4","1","3","4","40.00","14","0.00","0.52","32","18","6","1","1","4","2","1","1","0","0","2","21","4","23","48","16","0","0","-"
"377","Max Jones","EDM","L","15","124.43333333333","2","2","2","0","4","100.00","18","11.11","1.76","25","20","17","8","1","3","7","2","1","1","0","2","7","3","43","11","3","0","0","-"
"490","Joe Veleno","MTL","C","54","656.55","2","2","0","2","4","23.53","48","4.17","6.58","93","74","54","24","5","11","15","6","5","1","0","6","16","8","135","37","29","157","150","51.14"
"501","Filip Hallander","PIT","C","13","170.85","1","3","2","1","4","44.44","22","4.55","4.12","47","34","36","22","0","7","2","1","1","0","0","3","12","2","3","11","5","0","2","0.00"
"533","John Leonard","DET","L","11","126.51666666667","2","2","2","0","4","100.00","11","18.18","1.92","30","24","19","8","1","4","0","0","0","0","0","1","13","2","12","7","9","0","0","-"
"537","Brayden Pachal","CGY","D","33","453.6","0","4","2","2","4","22.22","25","0.00","0.93","74","41","15","2","2","8","43","12","9","1","2","8","25","7","83","54","28","0","0","-"
"556","Nils Hoglander","VAN","L","30","341.53333333333","2","2","1","1","4","44.44","27","7.41","3.37","76","52","47","19","1","6","8","4","4","0","0","5","19","4","40","32","6","0","0","-"
"597","Cole Schwindt","FLA","R","22","194.58333333333","3","1","1","0","4","50.00","12","25.00","2.1","26","22","21","14","0","2","2","1","1","0","0","1","7","3","25","15","8","60","75","44.44"
"635","Mike Benning","FLA","D","9","145.45","0","4","2","2","4","66.67","5","0.00","0.64","24","12","7","2","0","0","0","0","0","0","0","0","8","4","3","6","8","0","0","-"
"685","Josh Dunne","BUF","C","31","295.05","1","3","1","2","4","66.67","27","3.70","4.39","54","45","32","22","0","6","36","11","8","2","1","13","16","6","37","17","12","51","45","53.13"
"738","Tyson Kozak","BUF","C","41","461.6","2","2","2","0","4","36.36","27","7.41","3.23","49","36","28","13","1","4","2","1","1","0","0","2","26","11","103","38","33","168","171","49.56"
"837","Samuel Honzek","CGY","L","18","222.15","2","2","0","2","4","40.00","22","9.09","2.77","42","34","22","14","3","2","2","1","1","0","0","3","9","1","35","14","6","6","5","54.55"
"873","Konsta Helenius","BUF","C","9","107.18333333333","1","3","3","0","4","80.00","15","6.67","1.05","24","22","10","4","1","2","0","0","0","0","0","2","6","1","10","17","3","10","14","41.67"
"887","Maxim Tsyplakov","N.J, NYI","R","46","420","2","2","2","0","4","44.44","41","4.88","4.72","86","67","42","24","5","10","6","3","3","0","0","5","25","7","81","29","8","9","10","47.37"
"893","Anton Frondell","CHI","C","4","70.55","0","4","3","1","4","100.00","10","0.00","0.61","19","15","8","2","1","2","2","1","1","0","0","1","3","1","4","4","4","3","10","23.08"
"8","Ryan Reaves","S.J","R","50","390.4","3","0","0","0","3","33.33","25","12.00","3.67","55","40","35","25","3","8","37","11","6","5","0","9","19","8","160","22","15","0","2","0.00"
"89","Erik Gudbranson","CBJ","D","29","518.96666666667","1","2","2","0","3","13.04","27","3.70","0.91","71","42","9","2","2","6","17","7","6","1","0","5","24","7","34","43","47","0","0","-"
"145","Mathew Dumba","PIT","D","11","164.3","1","2","1","1","3","60.00","7","14.29","0.39","26","14","6","2","1","2","11","4","3","1","0","2","8","6","16","11","12","0","0","-"
"185","Liam O'Brien","UTA","C","32","288.48333333333","2","1","1","0","3","60.00","26","7.69","4.19","69","50","39","23","1","7","43","9","4","3","2","6","9","1","93","24","11","5","3","62.50"
"240","Garnet Hathaway","PHI","R","61","631.15","1","2","0","2","3","30.00","33","3.03","3.82","67","57","35","22","2","7","59","22","17","5","0","24","30","7","232","61","52","15","10","60.00"
"381","Joshua Mahura","SEA","D","21","323.43333333333","1","2","0","2","3","20.00","13","7.69","0.57","35","23","10","2","0","0","16","4","3","0","1","0","11","2","22","33","34","0","0","-"
"419","Dominik Shine","DET","R","14","100.28333333333","3","0","0","0","3","75.00","10","30.00","1.94","14","12","9","5","1","1","7","2","1","1","0","3","7","5","8","11","6","5","6","45.45"
"423","Jonah Gadjovich","FLA","L","10","79.433333333333","0","3","3","0","3","100.00","8","0.00","0.59","12","8","9","3","1","0","7","2","1","1","0","1","3","3","30","10","3","0","0","-"
"426","Cale Fleury","SEA","D","21","340.23333333333","1","2","2","0","3","23.08","22","4.55","0.73","50","33","11","0","0","6","5","1","0","1","0","5","19","4","43","35","28","0","0","-"
"455","Filip Chytil","VAN","C","12","180.06666666667","3","0","0","0","3","60.00","24","12.50","3.64","40","35","27","16","0","7","6","3","3","0","0","0","12","4","4","17","4","60","62","49.18"
"496","Alec Regula","EDM","D","29","419.6","0","3","1","2","3","33.33","18","0.00","0.63","51","32","10","1","0","2","35","12","10","1","1","3","28","7","15","50","44","0","0","-"
"538","Egor Zamula","CBJ, PHI","D","29","392.78333333333","0","3","2","1","3","15.79","16","0.00","0.38","43","22","10","0","0","5","4","2","2","0","0","0","25","5","6","32","38","0","0","-"
"544","Noah Philp","CAR, EDM","C","17","169.03333333333","2","1","0","1","3","100.00","14","14.29","1.41","22","16","16","6","0","2","4","2","2","0","0","2","7","5","30","14","2","69","54","56.10"
"572","Marshall Warren","NYI","D","8","91.816666666667","0","3","2","1","3","100.00","7","0.00","0.31","19","14","3","0","1","3","4","2","2","0","0","2","7","1","7","14","5","0","0","-"
"586","Tobias Bjornfot","FLA","D","11","127.06666666667","2","1","0","1","3","42.86","9","22.22","0.51","15","10","8","2","0","1","0","0","0","0","0","0","6","1","8","36","8","0","0","-"
"592","Vladislav Kolyachonok","BOS, DAL","D","13","163.03333333333","1","2","0","2","3","60.00","12","8.33","0.54","24","18","10","3","0","1","4","2","2","0","0","3","4","3","5","21","13","0","0","-"
"599","Juuso Parssinen","NYR","C","20","176.88333333333","2","1","0","1","3","42.86","16","12.50","1.89","28","23","16","10","0","1","10","5","5","0","0","4","9","3","28","17","9","28","32","46.67"
"647","Donovan Sebrango","FLA, OTT","D","33","457.96666666667","0","3","2","1","3","23.08","22","0.00","0.9","71","46","12","1","0","4","62","17","11","4","2","10","21","5","60","57","26","0","0","-"
"684","Matthew Kessel","STL","D","28","350.66666666667","2","1","1","0","3","25.00","19","10.53","0.85","42","31","8","2","1","2","10","5","5","0","0","4","15","1","20","43","22","0","0","-"
"735","Vincent Iorio","NYR, S.J","D","27","424.9","0","3","1","2","3","17.65","15","0.00","0.74","41","26","10","2","1","1","12","6","6","0","0","1","26","7","15","30","39","0","0","-"
"737","Jaroslav Chmelar","NYR","R","20","164.9","2","1","0","1","3","75.00","14","14.29","1.47","28","18","16","8","0","5","7","2","1","1","0","8","2","2","35","15","11","0","2","0.00"
"748","Declan Carlile","T.B","D","38","555.51666666667","1","2","0","2","3","14.29","29","3.45","1.34","87","43","30","1","2","4","23","10","9","1","0","10","20","5","46","77","30","0","0","-"
"772","Jonathan Lekkerimäki","VAN","R","13","151.81666666667","2","1","0","1","3","100.00","10","20.00","0.98","26","17","9","2","0","2","0","0","0","0","0","2","7","1","10","9","5","0","0","-"
"777","Ivan Miroshnichenko","WSH","L","7","68.766666666667","2","1","1","0","3","75.00","8","25.00","0.81","21","18","9","3","0","3","2","1","1","0","0","1","2","0","11","6","4","0","0","-"
"864","Josh Samanski","EDM","C","17","172.78333333333","1","2","1","1","3","42.86","4","25.00","0.76","15","11","9","3","0","3","6","3","3","0","0","1","8","2","18","14","7","36","33","52.17"
"19","Brendan Smith","CBJ","D","15","166.16666666667","0","2","1","1","2","40.00","10","0.00","0.23","21","10","5","0","0","5","11","4","3","1","0","2","15","5","12","19","11","0","0","-"
"35","Travis Hamonic","DET","D","25","356.86666666667","0","2","1","1","2","25.00","19","0.00","0.4","40","24","7","0","3","5","29","10","7","3","0","4","19","5","27","30","41","0","0","-"
"70","Chris Tanev","TOR","D","11","197.7","0","2","1","1","2","15.38","8","0.00","0.22","18","10","2","0","0","1","0","0","0","0","0","2","8","5","2","29","15","0","0","-"
"73","Justin Holl","STL","D","6","95.283333333333","1","1","0","1","2","28.57","4","25.00","0.18","11","6","4","1","0","2","4","2","2","0","0","3","2","2","4","13","4","0","0","-"
"77","Tyler Pitlick","MIN","C","32","248.73333333333","2","0","0","0","2","40.00","26","7.69","2.66","50","41","30","17","0","5","14","4","2","2","0","4","8","5","78","31","19","0","3","0.00"
"247","Haydn Fleury","WPG","D","31","433.43333333333","1","1","0","1","2","15.38","21","4.76","1.41","57","36","11","3","1","7","8","4","4","0","0","0","21","8","49","48","46","0","0","-"
"269","Justin Kirkland","CGY","C","20","196.45","1","1","1","0","2","33.33","11","9.09","1.63","29","20","17","10","1","0","2","1","1","0","0","0","14","3","29","16","10","63","63","50.00"
"270","Juho Lammikko","N.J","C","24","237","0","2","2","0","2","40.00","15","0.00","2.46","25","22","17","11","0","4","4","2","2","0","0","0","4","2","40","6","14","55","57","49.11"
"277","Sam Lafferty","CHI","C","26","237.88333333333","1","1","0","1","2","28.57","8","12.50","1.31","18","13","14","10","0","2","14","3","2","0","1","1","15","2","34","20","5","23","23","50.00"
"357","Philippe Myers","TOR","D","35","494.05","0","2","1","1","2","10.53","37","0.00","1.3","86","61","14","1","3","5","18","9","9","0","0","1","28","3","49","42","46","0","0","-"
"360","Brandon Tanev","UTA","L","48","448.18333333333","0","2","1","1","2","28.57","33","0.00","3.69","66","50","28","18","2","7","50","15","10","4","1","16","28","7","134","70","28","3","11","21.43"
"392","Jake Bean","CGY","D","16","255.26666666667","1","1","1","0","2","28.57","16","6.25","0.62","44","22","15","0","1","8","16","4","3","0","1","0","15","5","3","23","29","0","0","-"
